id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
8733897,bel appartement 1chambre à Ixelles,24444714,Cedric,,Ixelles,50.83249,4.37464,Entire home/apt,69,3,19,2020-01-08,0.42,37,335
8749861,Sunny appartment,9631053,Marie,,Auderghem,50.82115,4.41309,Entire home/apt,60,3,12,2019-10-27,0.18,1,0
8754313,#2 Comfortable Private Bedroom,45911731,Renan,,Saint-Gilles,50.82548,4.34489,Private room,27,6,25,2020-10-01,0.36,3,340
8758798,Studio tres lumineux a ixelles,24444714,Cedric,,Ixelles,50.83397,4.37541,Entire home/apt,78,3,13,2020-02-25,0.23,37,365
8766132,chez gigi,45343496,Geraldine,,Uccle,50.80419,4.35727,Entire home/apt,150,2,7,2019-10-07,0.21,1,358
8787732,Cosy appartment: Boondael - Ixelles Cemetery,46057261,Barbara,,Ixelles,50.81048,4.39169,Private room,35,2,14,2019-08-23,0.30,2,31
8878737,"Studio 1-2p, EU-Schuman, ref w2g",23082521,Serenia,,Bruxelles,50.84932,4.38044,Private room,30,90,4,2015-10-19,0.06,58,344
8893183,Charmante maison de ville,46527532,Laurence,,Auderghem,50.81476,4.4146,Entire home/apt,84,1,12,2019-07-26,0.22,2,286
8905691,Spacious room in bright appartment,28228900,Jolanta,,Evere,50.87717,4.40403,Private room,30,2,2,2018-12-31,0.06,2,363
8911634,Jourdan 303,46609792,Michel,,Saint-Gilles,50.83313,4.35485,Entire home/apt,212,30,0,,,1,358
8947230,The Red Divan Expo 90 m²,225896021,Gia,,Bruxelles,50.88692,4.3393,Entire home/apt,105,4,37,2019-06-10,0.53,1,161
8960603,Apartment near everything,21294641,Jérôme,,Ixelles,50.82784,4.35871,Entire home/apt,34,10,87,2017-08-28,1.25,1,0
8979970,"Duplex loft Midi station, close to the city center",12105893,,,Anderlecht,50.83379,4.33105,Entire home/apt,100,4,24,2017-04-09,0.36,1,29
8985741,Bel appartement prés du centre,46943400,David,,Ganshoren,50.87151,4.31669,Entire home/apt,84,2,35,2019-08-29,0.54,1,179
8988024,OvernightWorkingPlaceConnectPeopleBrusselsEU,2923773,Jack Sun,,Ixelles,50.83562,4.36661,Entire home/apt,120,1,162,2018-02-08,2.43,3,365
9005899,Across the Royal Palace (3),13701712,Leo,,Bruxelles,50.87749,4.3545,Private room,21,1,245,2020-01-30,4.15,4,175
9072486,Nice & Cosy room near City Center,45351878,Mesut,,Bruxelles,50.85928,4.35239,Private room,79,1,17,2019-07-11,0.25,2,365
9084958,"Studio near EU, Schuman&Madou V1G",5583501,Mealea,,Saint-Josse-ten-Noode,50.85178,4.37907,Entire home/apt,45,1,36,2019-08-23,0.60,9,241
9104815,European quarter studio,47460149,Hervé,,Bruxelles,50.84071,4.36915,Entire home/apt,76,90,53,2018-07-29,0.81,1,0
9115070,Cocoon studio,18628261,Mariano,,Saint-Gilles,50.8271,4.3385,Entire home/apt,32,1,292,2020-08-13,4.23,3,301
9140048,Magnifique duplex 2 chambre à Ixelles,24444714,Cedric,,Ixelles,50.83266,4.37384,Private room,71,3,2,2018-10-16,0.06,37,92
9142473,Très bel appartement - Chazal,39717649,Sabrina,,Schaerbeek,50.85722,4.38843,Entire home/apt,75,4,7,2018-07-15,0.12,1,0
9165960,Bruxelles ma belle,47707294,Julie,,Ixelles,50.83353,4.36141,Private room,45,1,546,2021-01-30,8.06,2,90
9176253,Louise/Châtelain - Studio Apartment with Terrace,32037583,Charles Home,,Saint-Gilles,50.82657,4.35771,Entire home/apt,83,90,0,,,26,248
9177354,Louise/Châtelain - Spacious Apartment with Terrace,32037583,Charles Home,,Ixelles,50.82581,4.35895,Entire home/apt,133,90,1,2017-08-20,0.02,26,254
9180603,Louise/Châtelain - Design Apartment with Terrace,32037583,Charles Home,,Saint-Gilles,50.82505,4.35677,Entire home/apt,117,90,2,2017-06-28,0.04,26,194
9180847,Louise/Châtelain - Bright One Bedroom Apartment,32037583,Charles Home,,Saint-Gilles,50.82614,4.35695,Entire home/apt,100,90,1,2016-01-05,0.01,26,309
9181215,Louise/Châtelain - Loft Top-Floor Apartment,32037583,Charles Home,,Saint-Gilles,50.82481,4.35733,Entire home/apt,133,90,2,2018-01-05,0.03,26,344
9210446,Amazing downtown loft,47900925,Lilo,,Anderlecht,50.84049,4.33954,Entire home/apt,250,3,116,2020-03-02,1.76,1,0
9223931,Smartflats Monnaie 301 - Duplex 2Bedrooms - Center,2792958,Alex,,Bruxelles,50.85123,4.35363,Entire home/apt,244,1,144,2020-03-12,2.13,91,255
9229759,Chez Noah,47006695,Pekka,,Etterbeek,50.82835,4.39506,Private room,38,1,68,2021-06-06,1.98,1,41
9233980,Beautiful groundfloor with south oriented garden,47998367,Gaby,,Koekelberg,50.85876,4.33306,Private room,32,2,71,2019-07-21,1.28,1,135
9242818,"A modern, cozy apartment",48037934,Nicolas,,Forest,50.81007,4.31594,Private room,40,1,259,2018-07-23,3.78,1,365
9247405,Comfortable Private Bedroom,45911731,Renan,,Saint-Gilles,50.82511,4.34517,Private room,18,7,33,2019-02-23,0.48,3,246
9251744,* Amazing Flat-Breakfast-Crazy rooftop *,48070826,Helene,,Ganshoren,50.87096,4.31629,Entire home/apt,57,2,73,2018-07-26,1.52,1,179
9297884,cosy flat in full center,31715760,Antonio,,Bruxelles,50.85397,4.34878,Entire home/apt,49,4,76,2019-07-30,1.13,1,70
9305044,Very nice furnished flat situated at Rue Gray 238,48305343,Roger,,Ixelles,50.82818,4.37456,Entire home/apt,45,150,2,2018-12-13,0.03,13,286
9315697,Guest room in typical Brussels house,5320364,Benoit,,Ixelles,50.82883,4.37043,Private room,70,1,198,2020-02-16,3.19,1,364
9321870,Overlooking the Flea Market Square,229712881,Justine,,Bruxelles,50.83656,4.34657,Entire home/apt,83,3,21,2019-11-03,0.30,1,90
9335828,Bioloft Brussels - Excellent Business Stay,48411070,Erik,,Anderlecht,50.83762,4.33487,Entire home/apt,69,20,23,2016-04-22,0.35,1,365
9356018,"Studio 1p, Botanique & Center,T5-4",23082521,Serenia,,Saint-Josse-ten-Noode,50.85343,4.36825,Private room,20,90,3,2016-11-02,0.05,58,365
9357107,brussels city center,48559076,Yassin,,Bruxelles,50.86451,4.35863,Private room,57,1,36,2018-09-18,0.94,1,88
9377084,Smartflats Royal 101 - 2 Bedroom - City Center,2792958,Alex,,Bruxelles,50.83877,4.36009,Entire home/apt,229,1,108,2019-12-19,1.60,91,249
9378681,Smartflats Schuman 101 - 2Bed Terrace - EU Quarter,2792958,Alex,,Bruxelles,50.84563,4.37968,Entire home/apt,244,1,68,2019-09-21,1.21,91,308
9379130,Smartflats Schuman 201 - 1 Bed - EU Quarter,2792958,Alex,,Bruxelles,50.8456,4.37859,Entire home/apt,204,1,21,2021-06-23,0.54,91,338
9379446,Smartflats - Schuman 301 -3Bed Duplex - EU Quarter,2792958,Alex,,Bruxelles,50.84366,4.37794,Entire home/apt,244,1,72,2019-01-08,1.07,91,330
9379846,"nice apartment, balcony & garden",38655034,Saddie,,Bruxelles,50.86002,4.34758,Entire home/apt,75,3,76,2018-07-26,1.12,2,337
9387670,Chambres dans Magnifique appartement avec terrasse,24444714,Cedric,,Uccle,50.80475,4.34169,Private room,105,3,10,2018-09-29,0.18,37,365
9388354,Superbe  2 chambres quartier EUROPE,24444714,Cedric,,Ixelles,50.83447,4.37483,Private room,61,1,8,2019-01-28,0.12,37,352
9388779,Superbe duplex 3 chambres la Chasse,24444714,Cedric,,Etterbeek,50.83235,4.38726,Private room,49,3,2,2018-12-21,0.03,37,365
9407574,Chambre Avenue Legrand,48782164,Regine,,Ixelles,50.81625,4.36896,Private room,25,4,32,2021-07-02,0.54,1,304
9481496,Magnifique duplex-penthouse à Ixelles/Bruxelles,32226240,Ulysse,,Ixelles,50.83204,4.36144,Entire home/apt,140,2,26,2021-06-27,0.61,1,46
9494571,Chambre dans le quartier européen,42927796,Diego,,Schaerbeek,50.85167,4.3855,Private room,59,2,17,2019-10-21,0.49,2,364
9502460,Single Bed with Extra Bed,49247426,Marielí,,Uccle,50.81285,4.35267,Private room,33,1,109,2019-05-20,1.63,2,71
9529316,House and garden in urban residential area,49363482,Iris,,Auderghem,50.82125,4.41483,Entire home/apt,140,15,15,2021-04-23,0.55,1,195
9544406,27 sqm in a fancy neighborhood,34090080,Vasilis,,Saint-Gilles,50.82732,4.35257,Entire home/apt,45,2,122,2019-07-07,1.80,1,9
9587022,Cosy and lighty appartment Botanic Garden Brussels,21116250,Dorothée,,Schaerbeek,50.85893,4.36649,Entire home/apt,90,1,185,2019-05-09,2.75,2,79
9587041,Chez Esmara et Philippe Fourche 1D,39944963,Esmara Et Philippe,,Bruxelles,50.84878,4.35356,Entire home/apt,90,1,137,2019-11-10,2.25,11,189
9588103,Very nice DUPLEX apartment,48305343,Roger,,Ixelles,50.82974,4.37653,Entire home/apt,55,122,4,2017-02-04,0.07,13,0
9588235,Studio Bleu centre historique,39944963,Esmara Et Philippe,,Bruxelles,50.84823,4.35273,Entire home/apt,84,1,97,2019-08-26,1.44,11,238
9601844,Chambre dans appartement cosy,49690965,Sandra,,Uccle,50.81273,4.35552,Private room,22,1,2,2017-06-22,0.04,1,362
9608793,Very nice furnished apartment 105/2,48305343,Roger,,Ixelles,50.83364,4.37826,Entire home/apt,50,122,4,2016-07-02,0.06,13,212
9609492,Very nice furnished apartment 105/1,48305343,Roger,,Ixelles,50.83344,4.37995,Entire home/apt,45,122,3,2016-01-02,0.05,13,364
9609529,Nice cosy duplex with much light,49721736,Ekaterina,,Ixelles,50.82648,4.37641,Entire home/apt,57,3,101,2019-12-16,1.53,1,87
9678025,"""Like Home !"" Appartement de haut standing 115m2.",50002123,Elisabeth,,Ixelles,50.81702,4.36306,Entire home/apt,109,1,84,2019-02-05,1.25,1,363
9680445,La maison des orchidées,6352717,Fabio,,Bruxelles,50.84152,4.37623,Entire home/apt,80,4,39,2017-09-10,0.67,1,101
9687262,🔝ELEGANT DUPLEX WITH HIGH CEILINGS,18569790,Andrea,,Saint-Gilles,50.82951,4.35606,Entire home/apt,77,3,23,2021-02-26,0.36,2,232
9689420,Modern family house with garden,49882789,Alexia Et Frédéric,,Watermael-Boitsfort,50.81025,4.39738,Entire home/apt,146,5,8,2019-08-14,0.13,1,29
9703519,Wonderful in the student area,21949724,Vanessa,,Ixelles,50.81871,4.38996,Private room,22,3,1,2015-12-27,0.01,1,163
9708674,Charming room with a private bathroom,17095434,Melier,,Saint-Gilles,50.82235,4.35207,Private room,28,3,195,2020-07-16,2.87,1,193
9723994,studio  6e etage ascenseur,20747003,Béatrice,,Saint-Gilles,50.83141,4.34555,Entire home/apt,50,5,28,2019-07-09,0.48,1,1
9743752,The Blue House: 100% renovated - 3 BR - 2 BTHRM,45797055,Antoinette,,Woluwe-Saint-Pierre,50.83741,4.43146,Entire home/apt,175,3,9,2017-07-02,0.15,2,0
9750084,COQ,11409179,Coco,,Bruxelles,50.84584,4.3485,Entire home/apt,60,2,189,2020-02-04,2.80,11,308
9764568,B&B Mineta Art House,13549470,Maria,,Ixelles,50.82495,4.37609,Private room,58,2,140,2019-09-22,2.21,2,335
9782366,Splendid loft 1 bedroom nearby Place Fernand Coq,22790624,Nicolas,,Ixelles,50.83358,4.36516,Entire home/apt,95,2,3,2019-11-03,0.06,1,5
9785292,283/coeur de bruxelles vue imprenable,50439322,Ced,,Bruxelles,50.84949,4.35323,Entire home/apt,160,2,13,2019-10-09,0.22,10,365
9830958,Great loft near Tour & Taxi - Canal,50631279,David,,Bruxelles,50.86106,4.34733,Entire home/apt,96,2,53,2020-07-05,0.94,1,360
9839493,Mini suite avec salon privé dans un parc à Ixelles,24444714,Cedric,,Ixelles,50.83242,4.37366,Private room,65,1,2,2020-01-02,0.06,37,360
9839652,Nid charmant dans un jardin du quartier européen,24444714,Cedric,,Ixelles,50.83658,4.37044,Entire home/apt,75,3,11,2019-08-18,0.31,37,365
9871094,Studio La Pomme,35319211,Anne,,Schaerbeek,50.86496,4.37394,Entire home/apt,45,3,18,2020-03-01,0.27,1,194
9877390,Nice cozy bedroom,14917853,Marie,,Schaerbeek,50.87377,4.38366,Private room,30,1,7,2017-04-30,0.10,1,339
9882021,"Studio near EU, Schuman&Madou V2D",5583501,Mealea,,Saint-Josse-ten-Noode,50.85284,4.38004,Entire home/apt,59,1,12,2017-08-24,0.19,9,346
9883190,Bright and cosy apartment with balcony,20219374,Vinc',,Saint-Gilles,50.82909,4.34565,Entire home/apt,49,2,220,2019-09-25,3.58,1,11
9885388,Beautiful Suite in EU Center ONLY Kitchen Shared,44823754,Zev,,Bruxelles,50.84671,4.38201,Private room,56,1,23,2017-08-12,0.43,3,323
9912202,Above Brussels roofs,37416248,Tarik,,Bruxelles,50.84858,4.35562,Entire home/apt,48,1,143,2017-07-22,2.12,4,115
9918930,APPARTEMENT CONFORTABLE ET LUMINEUX (duplex 130m²),27211677,Mat,,Saint-Gilles,50.82825,4.33757,Entire home/apt,70,7,3,2020-01-04,0.12,1,101
9930515,Gorgeous brand new penthouse - perfect loc !,1019576,Pauline,,Schaerbeek,50.85741,4.38849,Entire home/apt,55,3,4,2020-10-04,0.38,7,159
9932994,EUarea/EXECUTIVE 1Bedroom king-size+Garage+View,51054278,Laurent,,Etterbeek,50.84015,4.40233,Entire home/apt,125,3,18,2019-11-12,0.35,1,365
9938998,c2-7 cozy room for long stay,23082521,Serenia,,Schaerbeek,50.86026,4.37033,Private room,15,90,1,2016-11-27,0.02,58,314
9939152,Large studio for long stay ref31/6,23082521,Serenia,,Schaerbeek,50.86107,4.37128,Private room,25,90,0,,,58,365
9951696,Cozy studio in int'l residenceT1A,23082521,Serenia,,Saint-Josse-ten-Noode,50.85444,4.36844,Private room,25,90,2,2016-11-01,0.03,58,365
9980614,La Chênaie Vintage : maison avec jardin,51286500,Frédéric,,Uccle,50.78276,4.35598,Entire home/apt,149,3,30,2018-07-06,0.48,2,347
9981899,Cozy studio in int'l residenceT1-1,23082521,Serenia,,Saint-Josse-ten-Noode,50.85444,4.36844,Private room,25,90,5,2016-10-12,0.09,58,360
10010294,Appartement belle vue sur canal,17448874,Waddah,,Bruxelles,50.86254,4.3502,Entire home/apt,60,5,22,2017-06-20,0.34,1,87
10047253,Grand appartement place Sainte-Catherine N° 5,20060045,Samy,,Bruxelles,50.85097,4.3481,Entire home/apt,69,1,172,2020-03-08,3.24,6,193
10054332,80 m2 à 15 min. de la Grand Place!,770466,Stephen,,Bruxelles,50.8565,4.34463,Entire home/apt,38,1,150,2020-04-24,2.22,4,8
10103429,"Charmant studio lumineux, Châtelain",50675097,Maxime,,Ixelles,50.82918,4.35791,Entire home/apt,65,5,3,2016-07-13,0.05,1,87
10132642,Smartflats Grand Sablon 101 - 1Bed - Sablon,2792958,Alex,,Bruxelles,50.84107,4.35467,Entire home/apt,164,1,49,2019-04-18,0.86,91,327
10141003,Sweet studio in the Louise area,11657149,Marita & Brother Eli,,Saint-Gilles,50.83342,4.35235,Entire home/apt,49,2,71,2019-08-15,1.28,4,346
10141134,Nice studio mezzanine near Louise,11657149,Marita & Brother Eli,,Saint-Gilles,50.8327,4.35276,Private room,47,2,36,2018-10-25,0.58,4,326
10150227,Very nice furnished apartment 105/3,48305343,Roger,,Ixelles,50.82945,4.37412,Entire home/apt,50,182,3,2018-07-07,0.05,13,347
10151434,Very nice furnished apartment 238/1,48305343,Roger,,Ixelles,50.8289,4.37519,Entire home/apt,45,122,0,,,13,363
10161658,Smartflats Grand Sablon 201 - 1 bed - Sablon,2792958,Alex,,Bruxelles,50.84082,4.35458,Entire home/apt,164,1,50,2019-02-17,0.87,91,316
10162126,Smartflats Grand Sablon 301 - 1 bed - Sablon,2792958,Alex,,Bruxelles,50.84258,4.35493,Entire home/apt,164,1,42,2019-12-01,0.67,91,339
10162290,Smartflats Grand Sablon 401 - 1 bed - Sablon,2792958,Alex,,Bruxelles,50.84212,4.35314,Entire home/apt,164,1,47,2018-08-04,1.16,91,336
10178295,Welcome to my colourful flat ! :-),3149581,Mélanie,,Saint-Gilles,50.82599,4.33912,Entire home/apt,40,4,15,2019-08-15,0.22,1,193
10207321,Luxury awesome new apartment (high-rise above BXL),20275078,Kevin,,Bruxelles,50.86392,4.35323,Entire home/apt,200,60,6,2017-05-08,0.10,1,358
10238049,Charming studio in the heart of Saint-Gilles,52619589,Nicolas,,Saint-Gilles,50.82612,4.34118,Entire home/apt,45,5,1,2020-12-28,0.15,1,86
10258656,Spacious 1st fl. Apt Deco Downtown MID TERM,18813577,Inès,,Bruxelles,50.85592,4.35284,Entire home/apt,70,91,43,2018-07-13,0.66,3,299
10261335,"Duplex ""Chocolat"" near Grand-Place",39828266,Carol,,Bruxelles,50.84821,4.35137,Entire home/apt,65,21,7,2019-10-27,0.22,4,285
10286197,Bel appartement avec terrasse sud !,16407575,Sophie,,Ixelles,50.81947,4.3892,Entire home/apt,44,14,24,2019-07-28,0.38,1,62
10287975,Spacious family flat next to metro + EU/center,19435520,Barbara And Alex,,Etterbeek,50.8336,4.40183,Entire home/apt,80,2,63,2019-10-14,0.96,12,0
10292832,B&B Chambre Chocolat,52915484,Claire,,Woluwe-Saint-Pierre,50.83876,4.4203,Private room,73,1,0,,,1,57
10293289,Appart  supercalme 200m grand place,39944963,Esmara Et Philippe,,Bruxelles,50.84879,4.35216,Entire home/apt,171,1,57,2019-12-18,0.96,11,341
10303743,Smartflats Berlaymont 202 - 2 Bedroom - EU Quarter,2792958,Alex,,Bruxelles,50.84362,4.37961,Entire home/apt,244,1,54,2019-06-06,0.95,91,342
10303996,Smartflats  Berlaymont 301 - 1 Bed - EU Quarter,2792958,Alex,,Bruxelles,50.84547,4.3798,Entire home/apt,204,1,39,2019-02-16,0.61,91,343
10304491,Smartflats Berlaymont 302 - 2 Bedroom - EU Quarter,2792958,Alex,,Bruxelles,50.84511,4.37804,Entire home/apt,244,1,50,2019-03-17,0.89,91,344
10304731,Smartflats Berlaymont 401 - 1 Bedroom - EU Quarter,2792958,Alex,,Bruxelles,50.84478,4.3778,Entire home/apt,204,1,26,2020-03-01,0.55,91,357
10304892,Smartflats Berlaymont 402 - 2 Bedroom - EU Quarter,2792958,Alex,,Bruxelles,50.84355,4.37974,Entire home/apt,244,1,33,2021-03-27,0.59,91,329
10304946,Smartflats Berlaymont 501 - 1 Bed - EU Quarter,2792958,Alex,,Bruxelles,50.84353,4.3783,Entire home/apt,204,1,27,2020-12-20,0.60,91,340
10327509,Luminous & cosy apartment in Brussels :),6485211,Celia,,Etterbeek,50.84261,4.3994,Entire home/apt,48,3,8,2019-04-14,0.13,1,265
10333620,Single room in superb apartment Kanal-City Center,15216293,Michael,,Bruxelles,50.86378,4.35186,Private room,43,1,93,2020-03-02,2.32,1,71
10334378,!!! Fantastic Large House (Exposition),9435259,Thierry,,Berchem-Sainte-Agathe,50.86246,4.30087,Entire home/apt,181,2,72,2019-11-30,1.10,2,338
10387489,Duplex lumineux 2 chambres quartier Molière,53333825,Maxime,,Forest,50.81621,4.34702,Entire home/apt,75,5,0,,,1,0
10398053,Bright deluxe room in a green scenery,16167120,Françoise,,Uccle,50.803,4.34117,Private room,172,1,5,2020-09-17,0.21,4,292
10410327,🔝LUXURIOUS APARTMENT IN CITY CENTER,19741006,Andrea,,Bruxelles,50.85284,4.36617,Entire home/apt,69,3,84,2020-02-17,1.27,3,234
10424242,Appartement cosy avec petit jardin,50571352,Samantha,,Ixelles,50.82476,4.36289,Entire home/apt,71,2,53,2019-09-20,0.81,1,227
10453504,Big Sofa au coeur de Bruxelles !,36184225,Fefe,,Bruxelles,50.84171,4.35209,Private room,29,1,38,2017-08-06,0.64,3,349
10460550,Le boudoir art déco . Lieu inspirant ☆☆☆☆,4102085,Elya,,Saint-Gilles,50.83332,4.35142,Entire home/apt,80,2,4,2021-07-04,4,1,258
10473365,Cosy and in a quiet environment,43274326,Françoise,,Watermael-Boitsfort,50.80613,4.4078,Private room,40,2,26,2017-06-24,0.40,1,363
10483127,Grand balcony room in friendly shared house,8585169,Christophe,,Schaerbeek,50.85471,4.37722,Private room,38,1,37,2017-07-05,0.56,6,264
10483659,Room in a friendly shared house (4),8585169,Christophe,,Saint-Josse-ten-Noode,50.85475,4.37555,Private room,25,1,35,2018-12-09,0.90,6,285
10504886,“feel at home” cozy appartment 100 m2,8273127,Olivier,,Forest,50.81486,4.33423,Entire home/apt,85,7,41,2018-08-19,0.63,1,161
10540218,Bel appartement lumineux au cœur des Marolles,2807483,François,,Bruxelles,50.83623,4.34998,Entire home/apt,65,2,370,2021-05-21,6.65,1,77
10605926,"Historical centre, panorama studio",24388832,Jacqueline,,Bruxelles,50.85435,4.34883,Entire home/apt,80,5,25,2018-09-16,0.40,2,225
10639193,Private room in cozy yogi home,619835,Laura,,Schaerbeek,50.84964,4.38893,Entire home/apt,29,120,6,2016-06-14,0.09,1,1
10650665,Arty flat in Ixelles - Private floor & bathroom,7550122,Charles,,Ixelles,50.83202,4.3657,Private room,49,3,3,2019-04-25,0.08,2,0
10689195,Charming Room(s) by Royal Palace/EU,5830868,Béatrice,,Ixelles,50.83682,4.36516,Private room,74,2,71,2019-11-11,1.10,2,11
10702978,Charming studio in the heart of Châtelain,6602487,Clara,,Ixelles,50.82239,4.35793,Entire home/apt,60,90,27,2019-07-06,0.41,3,74
10744804,Spacious bedroom w/ ensuite shower,55548169,Arnaud,,Forest,50.82197,4.32831,Private room,29,2,181,2019-12-27,2.76,1,260
10750359,"Flat lumineux, terrasse, St-Gilles",55582649,Jeremy,,Saint-Gilles,50.83169,4.34531,Entire home/apt,51,3,65,2019-09-27,1.16,1,315
10779244,Coin du calme,55763181,Marie,,Bruxelles,50.89733,4.35707,Private room,50,1,170,2018-09-28,2.60,2,163
10800683,Sunny & warm apartment with terrace,55903134,Aurélie,,Schaerbeek,50.85499,4.38182,Entire home/apt,80,3,4,2018-03-25,0.06,1,84
10801007,Cozy suite with beautiful view,11174630,(Email hidden by Airbnb),,Evere,50.86171,4.41954,Private room,75,1,0,,,1,178
10825801,Charming Duplex - Chatelain,23369766,Greg,,Ixelles,50.82242,4.35801,Entire home/apt,55,60,117,2018-08-17,1.89,3,242
10903233,Appart lumineux COSY centre ville,27054944,Ettetuani,,Molenbeek-Saint-Jean,50.86243,4.33494,Entire home/apt,70,5,34,2019-11-21,0.52,1,0
10954120,bel appartement  à côté du stade!,56708916,Christophe,,Anderlecht,50.83595,4.30124,Entire home/apt,165,2,6,2018-04-25,0.19,1,267
10966829,Appart lumineux Bruxelles centre,56891660,Celine,,Bruxelles,50.8502,4.36245,Entire home/apt,95,7,72,2020-07-03,1.10,1,255
10990116,Charming 2BDR Apartment in The Heart of Brussels,19701068,Marie-Agathe,,Ixelles,50.83286,4.38227,Entire home/apt,125,2,50,2021-07-01,1.70,1,138
11032296,Jolie suite dans maison de charme,54498538,Bernadette,,Forest,50.81955,4.34912,Private room,56,7,52,2019-10-25,0.80,1,314
11082779,В сердце европейского квартала.,57536495,Natalia,,Ixelles,50.83701,4.37523,Entire home/apt,70,7,12,2018-01-12,0.20,1,194
11090365,500€/month gr,2964250,Federico,,Etterbeek,50.83756,4.39063,Private room,26,120,0,,,1,364
11093448,Stay in the heart of Europe,46906529,Alena,,Bruxelles,50.84404,4.37943,Entire home/apt,60,2,129,2020-09-18,2.01,3,82
11099803,Very nice furnished apartment 238/3,48305343,Roger,,Ixelles,50.82777,4.376,Entire home/apt,55,182,2,2018-07-01,0.04,13,326
11107191,Uccle / Place Brugmann Room,15321203,Anne Michèle,,Ixelles,50.8159,4.35608,Entire home/apt,80,2,14,2020-03-02,0.22,1,347
11114947,"Cozy room for long stay, ref 4-2",23082521,Serenia,,Schaerbeek,50.86026,4.3702,Private room,20,90,1,2016-04-23,0.02,58,365
11136876,Cozy room near botanique ref rp2-1,23082521,Serenia,,Schaerbeek,50.86017,4.36846,Private room,18,30,1,2016-11-15,0.02,58,14
11137325,Quiet large single room in central brussels  rp1-2,23082521,Serenia,,Schaerbeek,50.86017,4.36846,Private room,18,30,1,2019-09-20,0.05,58,21
11143907,Appart  Hankar dans maison de maître centre ville,26283277,Alain,,Bruxelles,50.84196,4.3448,Entire home/apt,80,14,1,2017-11-23,0.02,7,365
11144701,Appart Beyeart dans maison de maître centre ville,26283277,Alain,,Bruxelles,50.84111,4.34492,Entire home/apt,80,2,8,2016-03-16,0.16,7,365
11145070,Comfortable Single Room,49247426,Marielí,,Uccle,50.81251,4.35279,Private room,33,1,158,2020-01-07,2.60,2,352
11149992,Cozy room well located in BRXL,17434108,Giorgio,,Etterbeek,50.83723,4.39913,Private room,40,1,6,2017-12-01,0.14,1,365
11157502,Appartement Bruxelles,30424965,Sam,,Forest,50.82488139056383,4.33243132711126,Entire home/apt,35,2,1,2021-07-13,1,1,158
11246110,Central Comfortable Cosy in trendy neighborhood,58660947,Mike,,Saint-Gilles,50.82544,4.3417,Entire home/apt,63,1,346,2020-02-24,5.30,2,327
11249596,Comfortable Central and Quiet,18963654,Michel,,Saint-Gilles,50.82544,4.3417,Entire home/apt,100,1,328,2020-02-16,5.02,12,334
11253240,160m2 loft in the heart of Brussels,58716481,Frans,,Anderlecht,50.84348,4.33757,Entire home/apt,100,4,9,2017-11-12,0.18,1,362
11265566,"Modern Apt with 2 bedrooms, VIEW and PARKING",876633,Nicolas,,Molenbeek-Saint-Jean,50.84819,4.33372,Entire home/apt,85,3,122,2019-09-18,1.93,7,219
11298174,Studio Exécutif,39944963,Esmara Et Philippe,,Bruxelles,50.84729,4.35209,Entire home/apt,131,1,102,2019-10-13,1.64,11,340
11315322,Modern 1bdr historical centre 80576,5056483,Halldis Apartments & Villas,,Bruxelles,50.84303,4.34205,Entire home/apt,10,1,5,2019-10-04,0.17,10,0
11347789,Flat/Studio meublé quartier EUR,59423278,Cédric,,Etterbeek,50.83269,4.38292,Entire home/apt,35,7,0,,,1,347
11384659,Au cœur de Saint-Gilles***,59706956,Gabriella,,Saint-Gilles,50.826,4.34194,Entire home/apt,72,2,25,2021-07-04,0.38,1,364
11395013,LOUISE _ FLAGEY _ MIN 4 MONTHS _ NO SMOKING,24042347,Jackie,,Ixelles,50.83029,4.36874,Entire home/apt,80,61,25,2018-07-18,0.58,4,242
11413122,Quartier Châtelain - Flat Tenbosch,52922437,Pascal,,Ixelles,50.82391,4.36439,Entire home/apt,65,2,15,2018-09-15,0.37,1,194
11432451,Cosy Duplex 4 floor,41161396,Simon,,Bruxelles,50.85563,4.35633,Entire home/apt,89,2,50,2018-11-11,0.83,11,86
11435591,Bel appartement 65m2 à Uccle VDK,14491292,Amine,,Ixelles,50.81655,4.35126,Entire home/apt,77,1,92,2019-10-15,1.55,1,87
11483905,Charming Room In Guest House Center,42832143,Antoine,,Bruxelles,50.84531,4.35404,Private room,69,1,283,2021-05-16,4.34,19,365
11483928,Charming Room In Guest House Center,42832143,Antoine,,Bruxelles,50.84739,4.35479,Private room,69,1,451,2020-03-14,7.04,19,365
11486262,Room in a spacious and bright rooftop with a view,21795393,Patrick,,Bruxelles,50.84965,4.38641,Private room,40,2,21,2019-10-22,0.32,1,193
11527654,apartment style 1 floor,41161396,Simon,,Bruxelles,50.85352,4.35839,Entire home/apt,89,2,68,2020-03-08,1.05,11,120
11560739,"Grand Place, 2 bedrooms, 180m2",27836578,Thierry,,Bruxelles,50.84593,4.35053,Entire home/apt,300,1,71,2019-05-03,1.11,1,137
11567382,Very nice furnished apartment 238/2,48305343,Roger,,Ixelles,50.82884,4.37687,Entire home/apt,55,180,0,,,13,286
11600850,Appartement de charme avec Terrasse,61382780,Alexis,,Saint-Gilles,50.82706,4.3577,Entire home/apt,199,8,14,2017-06-01,0.22,1,365
